soru,cevap,cevaplayan_unvan
Ben 3gun önce takas yöntemi ile bir araba aldım üste 50 bin ödedim aracı verdiğim adama aracı konturol et eksper yap dedeme rağmen hiç birseyine baktirmadi ve satış gerçekleşti aracın devrini aldım ve bu gün aracı tekrar satmak için ekspere girdirmis ve benimde bilgim olmadığı şekilde araç iki parcadan oluşuyor sen beni dolandırdı diyor benim aracın o durumundan bilgim yoktu ve beni dolandırıcılıktan şikayet edecekmis,"İyi Günler, ikinci el araç satış sürecinde, alıcı ve satıcı tarafların mağduriyetini önlemek için birtakım düzenlemeler yapılmaktadır bunlardan birisi de 8 yaşını geçmemiş ve 160 bin kilometrenin altındaki araçlar için ekspertiz raporu zorunlu hale getirildi. Normal şartlarda alıcı, satılanı yeterince gözden geçirmekle görebileceği ayıplardan satıcıyı sorumlu tutamaz fakat gizli ayıp söz konusu ise yani alıcı, aracı yeterince gözden geçirse de göremeyeceği ayıplardan Satıcı sorumlu olur. Fakat bir kişi hakkında dolandırıcılık suçundan kamu davası açılabilmesi için kişinin hileli davranışlar içinde olması ve bir kast ile hareket etmesi gerekir. Söz konusu sizin durumunuzda ise sizin bir bilginiz olmadığı için şikayet etse dahi bir sonuç alamayacaktır.",Hukuk Bilgi Platformu
merhabalar hocam benim %43 ortepedik engelim var 2 yıl oldu ve 25 yılı aşkın süredir gece ve gündüz (gündüz 10:30 gece 13:30 saat )çalışmakta olduğum işimde devamlı gündüz çalışmak istiyorum buna göre bir kanun varmıdır. teşekkürler,"Merhaba, engelliler için çalışma saati ile ilgili özel bir düzenleme bulunmaz. Fakat Kamu kurumlarında çalışan engelliler ise kendi istekleri dışında 20.00 ile 06.00 arasında çalıştırılamazlar.",Hukuk Bilgi Platformu
2022 yılında oğlum çalıştığı iş yerinde kavga etmiş.Kavga ettiği arkadaşının tlf ondan izinsiz alıp kırıp atmış. Kavgadan sonra askere gitti.Geldikten 7ay sonra gbt taramasında arandığı gözükmüş. Savcılığa sevk edildi. Hakkında kamu davası açıldı. Lütfen bir an cahillikle yapmış. Lütfen nasıl bir yol izlemeliyiz.,"Merhaba, öncelikle oğlunuzun çalıştığı iş yerinde güvenlik kamerası veya oğlunuzun kavga ettiği esnada olaya tanıklık eden insanlar var mıydı? Veya karşı tarafın bir darp raporu var mı? Bunlar çok önemli. Çünkü her insana bir suç isnadı yüklenebilir fakat şüpheden sanık yararlanır.",Hukuk Bilgi Platformu
"Selam 275,m2 arsamız üzerinde 3,katli bina var 3,hissedar ben ,eşim ve kardeşim ben sözlü rızasını alarak 1,kat daha koydum Kat mülkiyeti alacağız imar barışından faydalandım Yani 4,nolu dairenin arsa payı yok ben ve eşim bizim arsa paylarından o dayre için pay verirsek tapu kabul edermi kardeşim kendi arsa payından pay vermiyor Ne yapmalıyım bilgilendirir şeniz sevinirim teşekkürler","Merhaba, hisseli taşınmazlarda mümkün olduğunca rızalar yazılı şeklide hatta Noter marifetiyle alınması isabetli olacaktır. Ayrık arsalar üzerinde yapılacak cins tashihlerinde önce Belediye imar yönünden danışılıp akabinde inşaata izin çıkacak olursa gerekli cins değişikliği yönünden kadastro ve tapuya müracaat edile bilinir.",Hukuk Bilgi Platformu
Kentsel Dönüşüm kapsamında bir avukat tutmak istiyoruz dava açmak için.Apartmanımızda 3 dükkan ve 9 daire bulunmaktadır.Avukata ödenecek ücretin bağımsız bölüm başına nasıl hesaplanmaktadır.Çeşitli metrekarelerde işyerleri ve daireler bulunmaktadır. Teşekkürler.,"Merhaba, avukatın talep edeceği bedel, söz konusu dava değerinin %25 ini aşamaz. Fakat her avukatın talep edeceği bedel % 25 i aşmayacak ölçüde farklı olabilir. Ve avukatın talep ettiği bedeli bağımsız bölüm başına paylaşabilirsiniz.",Hukuk Bilgi Platformu
Kiracı olarak 1 yıl önce kazanmış olduğum Davayı Avukat Arabulucuya göndermiş. Dosyam istinaf aşamasında. Arabulucuya itiraz hakkım var mı.,"Merhaba, arabulucu uzlaşmaya aracılık etmek için vardır. Eğer uzlaşmak istemiyorsanız tabi ki arabulucuya bunu bildirebilirsiniz.",Hukuk Bilgi Platformu
Oncelikle hizmetiniz icin tesekkurler aile mahkemesine verilmek uzere ihtarname hazirlamamiz mumkunmu,"Merhaba, ihtarname karşı muhataba yapılır fakat yapmış olduğunuz ihtarnameyi Aile Mahkemesinde kullanabilirsiniz.",Hukuk Bilgi Platformu
Çocuğun cinsel istismarından 12 yıl 6 ay ceza alan bir kişi yeni İnfaz kanunundan yararlanabilir mi.? 2 yıldir kapalı da yatan kişi açık ceza kurumuna ne kadar süre sonra geçer ve toplam yatış suresi ne kadar olur? Şimdiden teşekkür ederim.,"Merhaba, İnfaz kanunundan yararlanabilir fakat yatış süresi cezaevlerinin doluluk oranları ile veya mücbir sebep gibi pek çok sebeple değişkenlik göstermektedir. Mesela geçen pandemi sürecinde covid iznine ayrılan kişi sayısı da bir hayli fazlaydı. O zamanın şartına göre değişkenlik gösterecektir.",Hukuk Bilgi Platformu
Kolay gelsin merhaba ben bundan 1 hafta önce motorumu çekme belgeli olarak satışını verdim şuan motorsikletin telrardan bana vermek istiyorlar baheleri ise muaneye istasyonunda motosikletin alt motor numarasının okunmuyor olmasıymış ama ben onu ilanda açıklamasında belirttim ve motosikleti sattığım miktarın üstünde bı fiyatdan geriye vermek istiyorlar ne yapmalıyım yardımcı olursanız sevinirim teşekkürler şimdiden,"Merhaba, TBK m.222 ye göre "" Satıcı, satış sözleşmesinin kurulduğu sırada alıcı tarafından bilinen ayıplardan sorumlu değildir ve Satıcı, alıcının satılanı yeterince gözden geçirmekle görebileceği ayıplardan da, ancak böyle bir ayıbın bulunmadığını ayrıca üstlenmişse sorumlu olur"". Yani, sizin olayınızda motosikletin alt motor numarasının okunmuyor olmasını siz zaten ilan açıklamasında belirtmişsiniz alıcı bunu yeterince gözden geçirseydi görebilecekti. Bu sebeple söz konusu durumda sizin sorumluluğunuz doğmayacaktır .",Hukuk Bilgi Platformu
"Merhaba 2021 yılında vefat eden babamızdan intikal eden 3 parça olmak üzere toplam 34 dönüm konya dönümü ile (bir dönüm) 2.500m2 şeklinde tarım arazisi mevcut. Parselin birinde 2010 yılında babam ile birlikte yaptırdıgım ev mevcut. Evin tapusu yok. Toplam 5 varisiz, çiftçilik yapıyorum yaklaşık 15 yıldır tüm tarım örgütlerine kaydım var tarım aletlerine sahibim. İzale i şuyu davasına karşı ehil mirasçıyız diyerek dava açacagız fakat ehil mirasçı davasını hakimler kabul etmiyor deniliyor bu konu hakkında bilgi sahibi olanların acil bir şekilde bana yardımcı olmalarını rica eder iyi çalışmalar dilerim","İyi Günler, Sulh Hukuk Mahkemesinde ortaklığın giderilmesi davasını açabilirsiniz. Ortaklığın giderilmesi davası taşınır ya da taşınmaz mal üzerinde birden fazla kişinin mülkiyet hakkını haiz olması halinde paydaşlardan herhangi birinin malın paylaştırılmasını talep ettiği davadır. Ehil mirasçı sayılabilmeniz için ise bazı şartlar ve puan sistemi öngörülmüştür. Buna göre; 50 puan ve yukarısına sahip olan mirasçılar ehil mirasçı olarak kabul edilir. Bu şartlar: -geçimini mirasa konu tarım arazilerinden sağlayanlara(20 puan), - tarım dışı geliri bulunmayanlara(10 puan), -eşi fiilen tarımsal faaliyette bulunanlara (10 puan) -mirasa konu arazilerin bulunduğu ilçe sınırları içinde altı yıla kadar ikamet edenlere(5 puan) -herhangi bir sosyal güvencesi olmayanlara (10 puan) - SGK kapsamında tarım sigortası olanlara (5 puan) gibi bir puan sistemi mevcuttur. Siz de eğer bu puanlama sisteminde 50 puan ve üstünü sağlayabiliyorsanız ehil mirasçı sayılırsınız.",Hukuk Bilgi Platformu
Merhaba Ben bir Üniversite öğrencisiyim.Internetten bir hayat kadını için önceden para istediler attım birdaha istediler attım En son bidaha istediler ve atmadım ve önceki attığım paralarimi geri istedim.3.500 tl atmadan geri vermeyeceklerini söylediler ve hat babama kayıtlı olduğu için ailemin evine ödediğim tutarda sexshop ürünleri göndererek parayı iade edeceklerini söylüyorlar.Ne yapmalıyım,"Merhaba, söz konusu sizin durumunuza ilişkin olarak savcılığa şikayette bulunabilirsiniz. Fakat karşı tarafın size olan borcu eksik borç niteliğinde olduğu için para tahsili genellikle mümkün olmamaktadır.",Hukuk Bilgi Platformu
Merhaba ben hamilelikten dolayı 6 ay ücretsiz izindeyim da işe başlama 25.03.24 tarihim . Yöneticilerime mesaj atıp işe başlayamayacağim çocuğum bakacak kimsem yok diyeceğim 3 günde işe gitmesem iş durumum fesh olur mu bir de beni avukata vs verirler mi?,"Merhaba, işçi işverenden izin almadan ya da haklı, geçerli veya inandırıcı bir sebebe dayanmadan bir ay içinde 3 gün işe gitmediği takdirde işverenin iş sözleşmesini haklı nedenle feshetme yetkisi vardır. Bu sebeple söz konusu sizin durumunuzu işvereninize açıklamanız gerekir.",Hukuk Bilgi Platformu
İyi günler 2023 yılının 6. Ayında bir araç kiralamıştık radar da ceza yemiş ve kiralamaci 2024 yılında araç satışı yaparken cezayı görüyor ve satış yapabilmek için cezayı ödüyor fakat 2024 yılının tarifesi ile ben bu yıl farkından kaynaklanan farkı ödemek zorundamıyım 2023 yılına göre tutar ödemem gerekmiyor mu,"Merhaba, evet ödeminiz gerekmektedir.",Hukuk Bilgi Platformu
"Merhabalar, 2 ev annenin üzerine ve 2 tane öz çocuk var. Annenin vefatı durumunda evler sağ kalan eşe, babaya mı verilir yoksa 3/4 çocuklara 1/4 diğer sağ kalan eşe mi verilir.","Merhaba, mirasın 3/4 ü çocuklar arasında paylaştırılır, 1/4 ü ise sağ kalan eşe verilir.",Hukuk Bilgi Platformu
Ev sahibim bizi evden çıkarmak istiyor.evin suyunu ve doğal gazını kaptırmış. Üzerime alamıyorum dask numarasını vermiyor bu konuda nasıl yasal hizmet baslatabilirim..,"Merhaba, eğer geçerli bir kira sözleşmeniz varsa bu geçerli kira sözleşmesine dayanarak su ve doğalgaz aboneliğini üzerinize alabilirsiniz.",Hukuk Bilgi Platformu
11 yıldır engelli personel olarak çalışmaktayım ekpss üzerinden memur atamam oldu hala iş yerimden çıkmadım ben kidem taminati alabiliryim maas yıllık izin mesailer düzenli yatmaktadır mobing son 4 yıldır uygulanmamaktadir vereceğiniz bilgiler için teşekkür ederim,"Merhaba, istifa mı etmek istiyorsunuz yoksa sizi mi işten çıkaracaklar? Eğer istifa etmek istiyorsanız istifa ile sona eren memuriyet dönemi için kıdem tazminatına hak kazanılması söz konusu olmaz.",Hukuk Bilgi Platformu
"Merhaba, 6 yıldır çalıştığım işyerimden ayrılıyorum, ayrılma sebebim ise son 3 yıldır özellikle kendi bölümümüz dışında işlerin bizlere verilmesi, diğer bölümlere birçok yeni eleman alımı yapılmasına rağmen bizim bölüme alınmaması hatta biri çıkmadan kesinlikle başka birinin alınmaması (bu arada mevcut iş yükü artarak devam ediyor), geceleri de iş yapmak zorunda bırakılışımız (gece nöbetçisi var ancak bağlı olduğumuz direktör, gece de ihtiyaç duyulması durumunda girip bakmamız gerektiği, nöbetçinin sözleşmesinde böyle maddeler olduğunu söyledi)yeni bir iş bulup o şekilde çıktım, birçok kez zorunlu gece mesaisine bırakıldım ve bunu kanıtlayacak, gece çalıştığımı kanıt olarak sunulacak çok sayıda yazışma var, ayrıca bölümde eski çalışanlara da sorulabilir, ayrılma sürecinde İK bölümü 2 kez dilekçe yazdırdı bana kendi formatlarına uygun olması için. Mobbing ve zorunlu fazla çalışma yaptırıldığına dair elimde kaynaklar da bulunuyor, bana defalarca yeni eleman alımı yapılacağına dair sözler verildi, hatta kendim bilr CV´ler gönderdim, yazılı kanıtlarım var ancak sonuçsuz kaldı, en son geçtiğimiz sene Eylül ayında mutlaka birilerinin alınacağı söylenmişti ancak kendim de önayak olmama rağmen alınmadı, ben istifa dilekçemi sunduktan sonra 2 kişinin alınacağı bilgisi verildi, trajikomik.","Merhaba, bu hususa ilişkin sorunuzu belirtmemişsiniz. Fakat vermiş olduğunuz gerekçelere dayanarak istifa edebilir ve bu hususa ilişkin yasal haklarınızdan faydalana Bilirsiniz.",Hukuk Bilgi Platformu
Kiracı olduğum evde yılı doldurmadan 4 ay önce peşin ödediğim evi boşaltmak durumunda kaldım ev sahibi ile aramızda sözleşme bulunmamakta. Ödediğim yıllık ücretinde dekont ile açıklama ve kira ödemesi şeklinde gerçekleştirildi. Ev sahibi benim evde eşyalarımın kalmasına rağmen evin kilidini çilingir ile değiştirip eve girdi. Bunun sonucunda şikayetçi olursam dava kazanabilir miyim ? İyi günler,"Merhaba, kiracının izni ve muvafakati olmadan ev sahibinin evin kilidini çilingir ile değiştirip girmeye hakkı bulunmadığı gibi bu eylemi Konut dokunulmazlığını ihlal suçunu oluşturmaktadır. Bu sebebe dayanarak şikayetçi olabilirsiniz.",Hukuk Bilgi Platformu
Efendim iyi günler diliyorum internet üzerinden bir kişi eski chp milletvekiline Allah belanı versin pislik demiş bunu yapan ben değilim her nasıl oldu ise dava bana açıldı hakim ceza yağdırdı bu site benim değil yanlış kişiyi yargılıyorsunuz dedim ama anlatamadım ellerinde belge ve bilgi olmadan direk ceza verdiler para celaları 1.5 yıldır uğraşıyorum en son 18.000 avukat ücreti ve harçları ödemem istendi ağır cezaya itiraz edebilirsin deniyor onlarca Yargıtay kararı var Allah belanı versin küfür değil bed dua diye hepsini gönderdim ama dinlemediler ağır ceza da onarsa yargıtaya temyiz etme hakkım varmı teşekkür ederim nasıl yol izleyelim Allah razı olsun,"Merhaba, eğer ağır cezada itiraz yolu açıksa hükmün açıklanmasının geri bırakılması (HAGB) almış olmalısınız Ve HAGB kararına karşı itiraz kanun yolunun açık olması, istinaf ve temyiz yoluna başvurulmasını engellemektedir. Ayrıca itiraz üzerine verilen kararlar kesin olduğu için itiraz üzerine verilen kararların da istinaf veya temyiz edilmesi mümkün değildir.",Hukuk Bilgi Platformu
Dedem hayatta iken amcama vekalet vermiş. Amcam da vekaleti kullanarak dedemin üzerinde bulunan mal ve mülkü üstüne almış. Biz sorduğumuz zaman babamdan satın aldığını söylüyor. Dedem şu an hayatta değil mahkemeye başvursak geri döndürme gibi bi şansımız var mı? Şimdiden teşekkür ederim,"Merhaba, eğer saklı paya mütecaviz söz konusu ise dava açabilirsiniz.",Hukuk Bilgi Platformu
İyi günler.. Size bir sorum olacaktı. Çalışmayan Ağır Depresyon hastası Nafaka ödermi.? Odeyemediği birikmiş nafaka borçlarına itiraz edip sildirebilirmi?? Teşekkür ederim Saygılarımla,"Merhaba, çalışmayan, düzenli bir işi ya da geliri olmayan eş, nafaka ödeme yükümlülüğünde değildir.",Hukuk Bilgi Platformu
Eşit paylı 1/2 müşterek mülkiyete sahip taşınmazda iki paydaşlı müşterek mülkiyet paydaşlar tarafından 10 yıllık kira sözleşmesi ile paydaşlardan birinin yönetim kurulu başkanı olduğu anonim şirkete kiraya verilmiştir.şirket sahibi olan paydaş kendi payına kira sözleşmesine dayanarak diğer paydaşın rızası onayı olmadan tapu siciline şirket lehine intifa hakkı tesis ettirebilir mi?,"Merhaba, şirket sahibi olan paydaş kendi payına kira sözleşmesine dayanarak diğer paydaşın rızası olmadan tapu siciline şirket lehine intifa hakkı tesis etmesi sonraki aşamada sıkıntı oluşturabilmektedir. Bu sebeple diğer paydaşın rızası gerekmektedir.",Hukuk Bilgi Platformu
Merhaba.4 yıl önce facebokda bir haberda ünlü bir şahsa hakaret içerikli yorum yazdım.karşı taraf bana dava açtı.kısaca davayı kazandılar bende cezamı tl olarak ve avukat masraflarını ödedim ve dava 2023 sonlarında kapandı.bu yıl tekrardan aynı hakaret davasını tekrar açtılar.benim sorum kazandıkları davayı tekrar açmaya hakları varmı.bir tavsiyeniz görüşünüz varmı,"Merhaba, eğer konu aynı ise; yani eğer söz konusu aynı hakaret suçundan şikayetçi oldularsa; dosya zaten kapandığı için ve hüküm verildiği için aynı suça ilişkin olarak tekrar yargılama yapılamaz.",Hukuk Bilgi Platformu
"Merhabalar, 3 Nisan 2017 yılından beridir, çalışmakta olduğum firmadan 27 Şubar günü istifa ettim. İhbar sürem 8 hafta. İçeride 30 güne yakın kullanmadığım iznim var. Firmadan bir hafta sonra içerideki izinlerin ödeneceği ve 31 Mart tarihi itibariyle işten ayrılabileceğim bildirildi. Ancak Nisan´ın 3´ünde çalıştığım bu senenin de yılı dolacak ve 20 günlük bir izin hakkım oluşacak. Eğer 31 Mart´ta çıkarsam, neredeyse tamamında çalıştığım (362 gün) bu yılın yıllık izin hakkını 3 gün ile kaybediyorum. 3 gün ile bana vermeyecekleri bu yıllık iznin ücretini de alabilmem yasal olarak mümkün müdür?","Merhaba, yıllık izin ücretini alabilmeniz için gününü doldurmanız gerekir.",Hukuk Bilgi Platformu
