soru,tarih,cevap
"Merhaba mahalemizde çevre gürültüsü yapan iş bir yeri var. Belediye şikayetçi oldum evin içnden ölçüm yapıldı 68 desibel gürültü çıktı . Sorun devam ediyor işyeri hiç bir önlem almadı. Hep şikayetçi oluyorum belediye ruhsatlı işyeri , sanayı bölgesi , ses konusunda gerekli uyarılar yapılmıştır diye cevap yazıyor belediye hep şikayeti kapatıyor. Üç senedir sorun devam ediyor . Belediyeden ölçüm sonuçlarını istiyorun onları da vermiyor. Bu gürültü ile ilgili dava açsam kazanırmıyım bilgi verebilirmisiniz teşekürler",1/23/2024 12:53:37 AM,Merhaba. Gürültü ile ilgili belediyeye yapmış olduğunuz başvuru üzerine gürültü yapan işyeri halen sorunu çözmüyorsa savcılığa suç duyurusunda bulunabilirsiniz. Yine uğramış olduğunuz maddi ve manevi zararlarla ilgili tazminat davası da açabilirsiniz. Konu ile ilgili elinizdeki bilgi ve belgelerle danışmanlık hizmeti almanızı tavsiye ederiz.
Hesabından Para çekme yatırma borclandirma ve adına kredi kullanmaya yetkili kılınmış esasen hisse senedi işlemleri yapmak için yetkili kilinmiş vekilin vergi dairesi ve SSK borclarindan dolayı vekaleti verenin hisse senedi. Ve banka hesaplarına devlet haciz koyabilir mi ?,1/22/2024 11:22:43 PM,Merhaba. Vekilin kendisine ait borçları nedeniyle asile herhangi bir icra takibi yapılamaz.
Annem hasta ve yatalak pasaport uzatmak için gelmesi gerekmi?,1/22/2024 9:55:39 PM,"Merhaba. Annenizin hasta ve yatalak olduğuna ilişkin rapor ve vekâletle, vekaleten pasaport süresini uzatabilirsiniz."
Ben 3 yıl önce avukat tarafından dolandırıldım 3 sene önce 39 bin Tl dolandırıldım ve dava hayla devam ediyor önümüzdeki ay son duruşma olacak ben bu 39 bin tlyi verirken ekmek 1.5 veya bitane kötüde olsa bir araç alabiliyordum ama o zamanki 39 bin tl ile şimdiki 39 bin tl arasında çok fark var ben davayı kazanırsam faizle alırmıyım. Teşekkürler,1/22/2024 7:13:32 PM,Merhaba. Davanıza dava tarihinden itibaren faiz işler. Diğer yandan davanızda bu talebiniz yok ise ne yazık ki alacağınızı faiziyle alamazsınız. Konu ile ilgili profesyonel destek alabilirsiniz.
Merhaba iyi günler benim finansbanka olan borcum icralık oldum.avukat aracılığıyla bunu yapılandırdim.daha henüz ilk taksit te 6 gün gecikti diye yapılandırma bozuldu.bu yasal bir şey mi acaba öğrenebilir miyim,1/22/2024 6:56:12 PM,"Merhaba. Yapılandırma kapsamında belirlediğiniz vadede ödeme yapılmadığından, yapılandırmanın bozulduğu gerekçesiyle icra aşamasına geçilebilir."
Telegram üzerinden kandırılarak cinsel görüntülerim alındı. Aynı kişi instagramdaki arkadaş listeme ulaşmış ve görüntüleri bunlara atacağını söyleyerek benden para istedi. Ziraat Bankasına ait ve isim attı . Ne yapmalıyım,1/22/2024 12:11:20 PM,"Merhaba. Size karşı yapılan eylem ""şantaj"" suçunu oluşturmaktadır. Suç duyurusunda bulunabilirsiniz."
Merhabalar Dedemizden miras kaldı 14.50m2 yer fakat eğitim alanında kalan bir yer. Hatta okul bile kurulmuş aradan yıllar geçmiş tapu bizim üzerimizde halen emlak vergilerini de biz ödüyoruz. Bu durumda ne yapmalıyız geriye dönük vergileri ve bedelini nasıl tahsil edebiliriz. Saygilarimla,1/22/2024 11:54:10 AM,"Merhaba. Tapulu arazinizde kamulaştırma yapılmadan bir el atma söz konusuysa idareye karşı dava açabilir, geçmişe doğru 5 yıllık ecri misil bedelini talep edebilirsiniz."
ambulans geldi trafik polisi geldi tutanak tutuldu sinilazisyon yol olduğu MOBESE ve kamera kaydı bulunamadigi için iki tarafada suç bulunamamıştır die yazılmış tutanağa Kazadan 1 ay sonrada karşı taraf beni aradı kamera kaydı bulmuşlar ben göbekten yesilde çıkiyorum ikinci bı isik daha var onu görmeden geçiyorum ben geçtikten 1saniye sonra yeşil yanio zaten o sırada carpiyorum mahkemeye verse beni kazanırmı karşı taraf,1/22/2024 11:35:30 AM,Merhaba. Konu ile ilgili müracaatınız halinde profesyonel ekibimizle kusur durumunuz ve olası dava durumunda karşı karşıya kalacağınız külfetler konusunda bilgi alabilirsiniz.
Dükkan kiralayıp evde kek yapıp satacağim hangi belgeleri almalıyım,1/22/2024 10:12:17 AM,"Merhaba. Kiralayacağınız dükkanda kek yapıp satmayı planlıyorsanız, öncelikle pastacılık konusunda uzman olmanız (halk eğitim merkezinden pastacılık usta belgesi) gerekmektedir. Ayrıca belediyeye iş yeri açacağınız yönünde bildirim yaptığınızda dükkanın şartlarını belediye size bildirecektir."
Merhaba 1970 lerde babaannem vefat etti 1998 dede babam vefat etti Babaannemin memleketi olan yerden kadastrodan bizlere şekil değişikliği için teblikat geldi Anladığımız kadarıyla babaannemizden toprak haberimiz olmayan toprak kalmış Mirasçı belgesini babaannemiz üstündenmi çıkartmalıyız yoksa vefat eden babamızın üstündenmi . Hayırlı işleriniz olsun,1/22/2024 8:47:38 AM,Merhaba. Hem babaannenizin hem de babanızın veraset ilamını çıkararak hak sahipliğinizi belirleyip davaya müdahil olmanız gerekmektedir.
Toki İstanbul kura çekilişinde asıl olarak hak sahibi oldum . Yanlışlıkla arsa başvuru bedelini almak isterken konut başvuru bedelini iade almışım TOKİ'den bana bir mesaj geldi hak sahipliğiniz devam ediyor diye sizden bilgi alabilir miyim teşekkür ederim,1/21/2024 11:31:40 PM,Merhaba. Konu ile ilgili toki yönetiminden bilgi alabilirsiniz. Hak sahipliğinizin devam ettiğini düşünüyoruz.
"Merhaba , iştirak nafakasına ilaveten eğitim giderlerinin yarısına ortak olacağımın altına imza atarak eşimden boşandım. Velayet eski eşimde. Eski eşim şuan çocuğu özel okula yazdırmak istiyor fakat benim ekonomimin bunu karşılayamayacağını söylediğim halde bu konuda devlet okulu saatlerinin kendi mesaisine uymadığını gerekçe göstererek başka şansım olmadığını söylüyor. Okula emrivaki bir şekilde yazdırıp bana dava açmakla tehdit ediyor yani her türlü bu parayı ödeyeceksin diyor. Dava açması durumda yaptırımları neler olabilir ? Nasıl bir yol izlemeliyim?",1/21/2024 10:57:58 PM,Merhaba. Eşiniz sizi ortak çocuğunuzun özel okulda okuması yönünde zorlayamaz. Bu durumda size karşı açılacak bir davadan da sonuç alınamayacağı kanısındayız.
"Merhaba eşimin vekaletiyle kat malikleri kurulu toplantısına katıldım. Toplantıda divan heyeti oluşturulmadan (divan başkanı, sayman, yazıcı) çeşitl kararlar ve para toplanması kararları alındı. Vekalet sahibi olarak ben site yönetimine bu yanlışlardan dolayı dava açacağımı noter kanalıyla ihtarda bulundum. Şimdi davayı site yönetimine ben mi açacağım yoksa tapu sahibi eşim mi dava açabilir? Teşekkür ederim.",1/21/2024 10:42:32 PM,Merhaba. Vekaletinizde dava yetkisi varsa siz de dava açabilirsiniz. Bunun haricinde davayı hak sahibi eşinizin açması gerekmektedir.
Sorunuz diye Link açmışsınız yaklaşık 1 hafta oldu sorumuzu cevaplamadınız.,1/21/2024 10:18:54 PM,Merhaba. Başvuru sırasına göre sorularınız cevaplanmaktadır. Yoğunluk durumuna göre cevaplamalarda gecikmeler yaşanabilmektedir. Bunun yanında ahlaka ve genel hukuk kurallarına aykırı olan sorular cevaplanmamaktadır.
Merhaba ev temizliğine bir tanıdığımın evine gittim gün boyu birlikteydik daha önceden de gitmişliğim var akşam oldu işim bitti evden çıktım 5dk geçti evime gidiyordum hemen beni arayıp geri dön dedi döndüm evinde altınları varmış ve beni 18 gram altınını almakla suçladı polis geldi karakola gittik ifâde verdik şikayetini geri alsın sicilime bu çirkin iftira yansımasın diye eşim zararını para verip karşılarız yeterki şikayetçi olma dedi kabul etti ve şikayetçi olmadı imza atıp karakoldan çıktık savcı bu durumda kamu davasına dönüştürürmü yoksa dava düşer mi başım belaya girer mi ne yapmalıyız bir danışmak istedim size teşekkürler.,1/21/2024 8:56:15 PM,Merhaba. Konu ile ilgili dosyanızı incelemeden cevap veremeyiz. Hırsızlık suçu şikayete tabi suçlardan değildir. Dosyadaki delil durumuna göre hakkınızda dava açılabilir.
Merhabalar bir kaç ay önce işimden ayrıldım içeride yaklaşık 1 buçuk aylık maaşım var başlarda işyeri sahibi vericem diyordu ama artık kendisine ulasamıyorum hiç bir şekilde yanıt alamıyorum artık şikayet etmek istiyorum lakin iş yeri kendi adına değil kızı adına kayıtlıydı resmiyette sahibi olarak kızı görünüyordu bu durumda kızını mı şikayet etmeliyim yoksa kendisini yada her ikisininde şikayet edebilirmiyim birde direk arabulucuya başvurmadan dava edebiliyor muyum son olarak ta cimere ve çalısma bakanlığınada şikayet edebilirmiyim cevaplarsanız çok sevinirim .,1/21/2024 8:54:56 PM,Merhaba. Konu ile ilgili şikayet yoluna başvuramazsınız. Resmi işvereninize karşı önce arabuluculuk ve sonrasında da arabuluculuğun olumsuz sonuçlanması halinde dava yoluna gitmeniz gerekmektedi.
İyi çalışmalar 25 daieril binamızda yetersiz otapar yeri bulunmakta ev sahibi dairesini kiraya vermiş kiracının aracı yok ev sahibi başka yerde oturuyor aracini kiraya verdigi dairenin garajına koyabilirmi birde apartmanda ikametgah etmeyen evsahibi aracını koyabilirmi yardımcı olurdanızçok memnun oluruz,1/21/2024 8:09:53 PM,Merhaba. Daire sayısından daha az otopark bulunması durumunda bina yönetim kurulu kararı gereği paylaşım yapılması gerekir. Genel kurulda bu hususta karar alınmamışsa ve makul karar verilmiyorsa siz Sulh Hukuk Mahkemesine dava açarak karar alınmasını talep edebilirsiniz.
Merhaba 28/11/2017 tarihinde adıma bi dava açılmıştı. Müstehcenlik santaj ve tehtid suçlarından. 4 sene 2 ay ceza çıktı 2021. de cezaevine girdim 7 gün sonra çıktım. Denetimli serbestlikle. Sonra 1 sene 3 ay ceza geldi denetimli serbestlik kurtardığı için gir çık yapmadım. Ama halen uyapta dosya istinafte diyor. Ne zaman biter bu dosya zaman aşımına uğrar mı uğrarsa ne zaman uğrar?,1/21/2024 6:56:48 PM,Merhaba. İstinafta bulunan dosyanız infaz aşamasına geçmez. Ceza zamanaşımı konusunda ise bahsettiğiniz suç tarihi kapsamında zamanaşımı şartları oluşmaz. Konu ile ilgili tarafımızdan danışmanlık hizmeti almanızı öneririz.
"MERHABA , BRÜTÜM EN AZ 24.500 TL OLACAK, 20.02.1991 DOĞUMLUYUM. 01 EYLÜL 2009 EMEKLİ SANDIĞI GİRİŞİM VAR, SON 3.5 YILDIR 4A SİGORTALIYIM. TOPLAMDA 4764 GÜN PRİMİM VAR, 2009 GİRİŞLİ OLANLAR 4700GÜN PRİM ŞARTINI SAĞLADIĞIMDAN, 14 AĞUSTOS 2020 TARİHİNDEN BU YANA ÇALIŞTIĞIM İŞTEN-SGK DAN KIDEM TAZMİNATI YAZIMI ALIP AYRILMAK İSTİYORUM, 1- SGK DAN YAZI ALABİLİR MİYİM 2- ALDIĞIM YAZIYI İŞYERİNE VERDİĞİMDE İHBAR SÜREM VAR MI, 8 HAFTA DAHA ÇALIŞMAK ZORUNDA MIYIM. ÇALIŞIRSAM İŞVEREN BANA İHBAR TAZMİNATI ÖDEYECEKMİ 3- KIDEM TAZMİNATI YAZIMI ALIR İŞTEN AYRILIRSAM, SGK DAN İŞSİZLİK MAAŞI ALABİLİR MİYİM, BİR SÜRE ÇALIŞMAYI DÜŞÜNMÜYORUM ÇÜNKÜ, 15 YILDIR ÇOK YORULDUM.",1/21/2024 5:26:03 PM,Merhaba. Konu ile ilgili SGK uzman ve danışmanlık şirketlerine başvurmanızı tavsiye ederiz.
"5 senedir müşterisi olduğum banka beni arayarak sizinle calismama kararı aldık diye bankaya uğramamız istendi. Bankaya gittiğimde “hesaplarımın kapatılmasıni rica ederim” ibaresiyle kagit imzalamamı istediler. Ben imzalamadan ayrıldım. Kredi kartımı borçlarımi günü gününe kuruşu kuşuna oduyorum. Nedenini söylemediler. Nedeni ne olabilir , tek taraflı hesaplarımı kapatabilirler mi ? İmzam olmadan ?",1/21/2024 8:57:56 AM,Merhaba. Bankanız tek taraflı olarak sebepsiz yere hesaplarınızı kapatamaz. Bu hususta bankadan ayrıntılı bilgi edinebilirsiniz.
Kardeşim 19 yaşında evleneli daha 4 ay oldu boşanmak istiyor evliliğinin ilk 2 ayı eşinden cinsel şiddet ve psikolojik şiddet görmüş daha sonrasında eski sevgilisiyle dertleşmeye konuşmaya başlamış dokümanları çıkarttılar Kardeşimin kullandığı telefon hattı eşinin üzerine kayıtlı olduğu için bizim haberimiz olmadan whatsapp yedeklemesinide çıkartmış biz tesettürlüyuz kardeşimizde illa saçımız açık fotoğrafımızda var şimdide evdeki eşyaları Kardeşimin çeyizini kaçırıyorlar bana dahi iftira attılar benim evliliğimide bitiriyorlardi diğer Kardeşimin eşi şahit bana eşim şikayette bulundurmadi küçük bi yerde tanınan insanlar olduğumuz için ailemin maddi durumu hiç yok bize karşı davayı kazanma şanslari varmi acaba yada tazminat nafaka isteyebilirlermi Kardeşimin eski erkek arkadaşıyla hiçbir yakınlaşma cinsel münasebeti olmadı davayı ilk biz açtık şuan avukatımiźda kaybedeceği için galiba ücretini istiyor sürekli sözde dava bitince alacaktı ne yapabiliriz,1/21/2024 1:51:56 AM,Merhaba. Kardeşinizin bahsettiği gibi bir eylemde bulunması karşı tarafı haklı duruma geçirebilir. Ancak bunun öncesinde kardeşinizin görmüş olduğu şiddet de haklı boşanma nedenidir. Dava dosyasını kapsamlı inceleyerek cevap vermek daha makul olacaktır.
1 yıl önce işyeri aldım 6 ay içinde boşaltması için kiracıya ihtar geçtim çıkmak istemiyor önceki malikle sözleşmesi bu ay bitiyor . İşyeri önüne kaçak yapı da inşa etmiş çıkarmak için ne yapmalıyım,1/21/2024 1:26:18 AM,Merhaba. İhtiyaç veya şahsi kullanım nedeniyle yeni aldığınız taşınmazın tahliyesini isteyebilirsiniz. Yapılan ihtara rağmen çıkmaması halinde tahliye davası açabilirsiniz.
"Dolandırıldım. Elimde açıklamalı şekilde dekont var. Savcılığa suç duyurusunda bulundum ama parayı unut diyor. Yüksek bir mebla. Parayı gönderdiğim kişiyi dava edebilir miyim, alacak veya icra takibi yapabilir miyim Lütfen, cevabınızı bekliyorum",1/20/2024 11:50:00 PM,"Merhaba. Parayı gönderdiğiniz kişi veya kişilere karşı alacak davası açabilirsiniz. Dolandırıldığınız miktar haksız olarak elinizden çıktığından Cumhuriyet Savcısı tarafından ""parayı unut"" şeklinde bir beyanda bulunulamaz."
Merhaba KYK yurduna 1 saatlik bir arkadaşımı ödev yapmak için aldık yurtan atilirsiniz diyolar yasak olduğunu bilmiyoduk atılır miyiz,1/20/2024 9:19:28 PM,Merhaba. Yurt sözleşmesi kapsamında dışardan öğrenci almak fesih sebebi sayılmışsa ne yazık ki atılma ihtimaliniz bulunmaktadır.
Merhaba işe giderken haftaiçi değil hafta sonları korsan servisle taşıma yapılıyor bu durumu gerekce gösterip işten ayrılsam kıdem tazminatı albilirmiyim,1/20/2024 3:52:04 PM,Merhaba. Usulsüz yapıldığını düşündüğünüz bu işlem haklı fesih sebebi olabilir. Detaylı destek almanızı öneririz.
Iyi geceler ben şuanda yurt dışında resmi görevli öğretmenim gri(hizmet) pasportum var Sulh Ceza Mahkemesinde soruşturma aşamasında bir davam var. Hakkımda yakalama ile ifademin alınması kararı verilmiş. İfade vermek için Türkiye'm gidersem tekrar bulunduğum ülkeye geri dönebilir miyim. Yani sırf davam var diye yurtdışına çıkışım engellenebilir mi? Cevap için şimdiden teşekkür ediyorum.,1/20/2024 4:48:56 AM,Merhaba. Muhtemelen ifade verdikten sonra serbest bırakılacaksınızdır. Ancak işinizi garantiye almak adına avukatınızla (veya bizimle) iletişime geçerek dosyanız hakkında bilgi alabilirsiniz.
Merhaba 45 gün önce kamyonetimle kaza yaptım kamyonetin pert oldu karşi tarafın transiti de per olmuş fakat biz bunu bu hafta öğrendik şimdi bizden yüklü bir miktar para talep ediyorlar yeni arabam bir ben birde başkasının userine benim olan tarafa haciz konmuş fakat bir belge yok e devletten öğrendim ne yapmam gerek,1/20/2024 1:19:09 AM,Merhaba. Anlaşacağınız bir avukata başvurarak ayrıntılı bilgi edinebilirsiniz. Kusur durumuna göre aracınıza devredilemez şerhi konulmuş olabilir.
Merhaba yaklaşık bir buçuk yıl önce düğünümde amcam yeğeneni silahla öldürdü amcama dava açabilir miyim,1/19/2024 11:19:54 PM,Merhaba. Sadece amcanızın sizin düğününüzde cinayet suçunu işlemiş olması nedeniyle herhangi bir tazminat davası açma hakkınız yoktur.
Merhaba PTT den sürekli kart şifreniz değişti diye bildiri mesajları alıyorum ancak benim PTT ile hiç bir ilgim yok ve bu yerle ilişkili bir kartımda yok aradığımda ise sizin numaranızla bir başkası ptt kartı oluşturmuş dediler ve numaramı silin bu bana ait değil dediğimde şubeye çağırdılar dava açmak istiyorum maddi bir dava açabilir miyim bilgi almak istiyorum teşekkürler ….,1/19/2024 11:10:14 PM,"Merhaba. Sizin numaranızı kullanarak kart açtıran kişiye karşı, şayet bu hususla ilgili somut bir zararınız varsa tazminat davası açabilirsiniz. Bunun haricinde dolandırıcılık kastı ile hareket edilmiş ise şikayetçi de olabilirsiniz. Tüm bu hususlar dışında hata ile böyle bir işlem yapılmış ise yapacak herhangi bir yol yoktur."
üniversitede bluetooth kulaklık ile kopya çekerken yakalandım ve tutanak tutuldu. Şimdi ise büyük olasılık ile disiplin cezası verilecek. Sicilime işlememesi için ne yapabilir yada nasıl bir savunma hazırlayabilirim?,1/19/2024 9:02:16 PM,Merhaba. Bahsettiğiniz şekilde disiplin cezası almanız halinde bu cezaya karşı itiraz hakkınızı kullanabilirsiniz. Ancak cezanızın onaylanacağını ön görüyoruz.
